Name,Formula,Property,Value,Unit
Cerium(III) chloride,CeCl3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Cerium(III) chloride,CeCl3,ChemSpiderID,23038,
Cerium(III) chloride,CeCl3,InChI,1/Ce.3ClH/h;3*1H/q+3;;;/p-3,
Cerium(III) chloride,CeCl3,ChEBI_Ref,{{ebicite|correct|EBI}},
Cerium(III) chloride,CeCl3,ChEBI,35458,
Cerium(III) chloride,CeCl3,SMILES,[Cl-].[Cl-].[Cl-].[Ce+3],
Cerium(III) chloride,CeCl3,InChIKey,VYLVYHXQOHJDJL-DFZHHIFOAZ,
Cerium(III) chloride,CeCl3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Cerium(III) chloride,CeCl3,StdInChI,1S/Ce.3ClH/h;3*1H/q+3;;;/p-3,
Cerium(III) chloride,CeCl3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Cerium(III) chloride,CeCl3,StdInChIKey,VYLVYHXQOHJDJL-UHFFFAOYSA-K,
Cerium(III) chloride,CeCl3,CASNo,7790-86-5,
Cerium(III) chloride,CeCl3,CASNo_Ref,{{cascite|correct|CAS}},
Cerium(III) chloride,CeCl3,CASNo2_Ref,{{cascite|changed|??}},
Cerium(III) chloride,CeCl3,CASNo2,18618-55-8,
Cerium(III) chloride,CeCl3,CASNo2_Comment,(heptahydrate),
Cerium(III) chloride,CeCl3,UNII_Ref,{{fdacite|changed|FDA}},
Cerium(III) chloride,CeCl3,UNII,TH8E3IE00V,
Cerium(III) chloride,CeCl3,PubChem,24636,
Cerium(III) chloride,CeCl3,MolarMass,246.48,g/mol (anhydrous)  372.58 g/mol (heptahydrate)
Cerium(III) chloride,CeCl3,Appearance,fine white powder,
Cerium(III) chloride,CeCl3,Density,3.97,g/cm3
Cerium(III) chloride,CeCl3,Solubility,100,g/100 ml
Cerium(III) chloride,CeCl3,SolubleOther,soluble in [[alcohol]],
Cerium(III) chloride,CeCl3,MeltingPtC,817,
Cerium(III) chloride,CeCl3,MeltingPt_notes,90,"°C (heptahydrate, decomposes)"
Cerium(III) chloride,CeCl3,BoilingPtC,1727,
Cerium(III) chloride,CeCl3,Coordination,Tricapped trigonal prismatic(nine-coordinate),
Cerium(III) chloride,CeCl3,CrystalStruct,3,"type]]), [[Pearson symbol|hP8]]"
Cerium(III) chloride,CeCl3,SpaceGroup,"P63/m, No. 176",
Cerium(III) chloride,CeCl3,EUClass,Not listed,
Cerium(III) chloride,CeCl3,FlashPt,Non-flammable,
Cerium(III) chloride,CeCl3,OtherAnions,[[Cerium(III) oxide]][[Cerium(III) fluoride]][[Cerium(III) bromide]][[Cerium(III) iodide]],
Cerium(III) chloride,CeCl3,OtherCations,[[Lanthanum(III) chloride]][[Praseodymium(III) chloride]],
Cerium(IV) sulfate,Ce(SO4)2,ChemSpiderID_Ref,{{chemspidercite|changed|chemspider}},
Cerium(IV) sulfate,Ce(SO4)2,ChemSpiderID,140403,
Cerium(IV) sulfate,Ce(SO4)2,InChI,"1/Ce.2H2O4S/c;2*1-5(2,3)4/h;2*(H2,1,2,3,4)/q+4;;/p-4",
Cerium(IV) sulfate,Ce(SO4)2,SMILES,[Ce+4].[O-]S(=O)(=O)[O-].[O-]S([O-])(=O)=O,
Cerium(IV) sulfate,Ce(SO4)2,InChIKey,VZDYWEUILIUIDF-XBHQNQODAK,
Cerium(IV) sulfate,Ce(SO4)2,StdInChI_Ref,{{stdinchicite|changed|chemspider}},
Cerium(IV) sulfate,Ce(SO4)2,StdInChI,"1S/Ce.2H2O4S/c;2*1-5(2,3)4/h;2*(H2,1,2,3,4)/q+4;;/p-4",
Cerium(IV) sulfate,Ce(SO4)2,StdInChIKey_Ref,{{stdinchicite|changed|chemspider}},
Cerium(IV) sulfate,Ce(SO4)2,StdInChIKey,VZDYWEUILIUIDF-UHFFFAOYSA-J,
Cerium(IV) sulfate,Ce(SO4)2,CASNo,13590-82-4,
Cerium(IV) sulfate,Ce(SO4)2,CASNo_Ref,{{cascite|correct|CAS}},
Cerium(IV) sulfate,Ce(SO4)2,CASNo2_Ref,{{cascite|changed|??}},
Cerium(IV) sulfate,Ce(SO4)2,CASNo2,10294-42-5,
Cerium(IV) sulfate,Ce(SO4)2,CASNo2_Comment,(tetrahydrate),
Cerium(IV) sulfate,Ce(SO4)2,PubChem,159684,
Cerium(IV) sulfate,Ce(SO4)2,UNII_Ref,{{fdacite|changed|FDA}},
Cerium(IV) sulfate,Ce(SO4)2,UNII,4F66FI5T7X,
Cerium(IV) sulfate,Ce(SO4)2,MolarMass,332.24,g/mol (anhydrous)  404.304 (tetrahydrate)
Cerium(IV) sulfate,Ce(SO4)2,Appearance,Yellow solid (anhydrous)  yellow-orange crystals (tetrahydrate),
Cerium(IV) sulfate,Ce(SO4)2,Solubility,21.4,g/100 mL (0 °C)  9.84 g/100 mL (20 °C)  3.87 g/100 mL (60 °C)
Cerium(IV) sulfate,Ce(SO4)2,SolubleOther,soluble in dilute [[sulfuric acid]],
Cerium(IV) sulfate,Ce(SO4)2,Density,3.91,g/cm3 (tetrahydrate)
Cerium(IV) sulfate,Ce(SO4)2,MeltingPtC,350,
Cerium(IV) sulfate,Ce(SO4)2,MeltingPt_notes,(decomposes),
Cerium(IV) sulfate,Ce(SO4)2,BoilingPt,NA,
Cerium(IV) sulfate,Ce(SO4)2,CrystalStruct,orthorhombic,
Cerium(IV) sulfate,Ce(SO4)2,ExternalSDS,[http://hazard.com/msds/mf/baker/baker/files/c1859.htm External MSDS],
Cerium(IV) sulfate,Ce(SO4)2,MainHazards,Oxidizer,
Chloric acid,HClO3,ChemSpiderID,18513,
Chloric acid,HClO3,InChI,"1/ClHO3/c2-1(3)4/h(H,2,3,4)",
Chloric acid,HClO3,SMILES,O=Cl(=O)O,
Chloric acid,HClO3,InChIKey,XTEGARKTQYYJKE-UHFFFAOYAG,
Chloric acid,HClO3,CASNo,7790-93-4,
Chloric acid,HClO3,MolarMass,84.45914,g mol−1
Chloric acid,HClO3,Appearance,colourless solution,
Chloric acid,HClO3,Density,1,"g/mL, solution (approximate)"
Chloric acid,HClO3,Solubility,40,g/100 ml (20 °C)
Chloric acid,HClO3,pKa,''ca.'' −1,
Chloric acid,HClO3,MolShape,[[trigonal pyramid (chemistry)|pyramidal]],
Chloric acid,HClO3,MainHazards,"Oxidant, Corrosive",
Chloric acid,HClO3,NFPA-H,3,
Chloric acid,HClO3,NFPA-F,1,
Chloric acid,HClO3,NFPA-R,2,
Chloric acid,HClO3,NFPA-S,OX,
Chloric acid,HClO3,OtherAnions,[[bromic acid]][[iodic acid]],
Chloric acid,HClO3,OtherCations,[[ammonium chlorate]][[sodium chlorate]][[potassium chlorate]],
Chloric acid,HClO3,OtherCompounds,[[hydrochloric acid]][[hypochlorous acid]][[chlorous acid]][[perchloric acid]],
Chlorine dioxide,Cl=1 | O=2,CASNo,10049-04-4,
Chlorine dioxide,Cl=1 | O=2,CASNo_Ref,{{cascite|correct|CAS}},
Chlorine dioxide,Cl=1 | O=2,PubChem,24870,
Chlorine dioxide,Cl=1 | O=2,ChemSpiderID,23251,
Chlorine dioxide,Cl=1 | O=2,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Chlorine dioxide,Cl=1 | O=2,UNII,8061YMS4RM,
Chlorine dioxide,Cl=1 | O=2,UNII_Ref,{{fdacite|correct|FDA}},
Chlorine dioxide,Cl=1 | O=2,EINECS,233-162-8,
Chlorine dioxide,Cl=1 | O=2,MeSHName,Chlorine+dioxide,
Chlorine dioxide,Cl=1 | O=2,ChEBI_Ref,{{ebicite|correct|EBI}},
Chlorine dioxide,Cl=1 | O=2,ChEBI,29415,
Chlorine dioxide,Cl=1 | O=2,RTECS,FO3000000,
Chlorine dioxide,Cl=1 | O=2,Gmelin,1265,
Chlorine dioxide,Cl=1 | O=2,SMILES,O=[Cl]=O,
Chlorine dioxide,Cl=1 | O=2,SMILES1,O=Cl[O],
Chlorine dioxide,Cl=1 | O=2,StdInChI,1S/ClO2/c2-1-3,
Chlorine dioxide,Cl=1 | O=2,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Chlorine dioxide,Cl=1 | O=2,InChI,1/ClO2/c2-1-3,
Chlorine dioxide,Cl=1 | O=2,StdInChIKey,OSVXSBDYLRYLIG-UHFFFAOYSA-N,
Chlorine dioxide,Cl=1 | O=2,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Chlorine dioxide,Cl=1 | O=2,InChIKey,OSVXSBDYLRYLIG-UHFFFAOYAC}},
Chlorine dioxide,Cl=1 | O=2,Appearance,Yellow to reddish gas,
Chlorine dioxide,Cl=1 | O=2,Odor,Acrid,
Chlorine dioxide,Cl=1 | O=2,Density,2.757,g dm−3
Chlorine dioxide,Cl=1 | O=2,MeltingPtC,-59,
Chlorine dioxide,Cl=1 | O=2,BoilingPtC,11,
Chlorine dioxide,Cl=1 | O=2,Solubility,8,g dm−3 (at 20&nbsp;°C)
Chlorine dioxide,Cl=1 | O=2,SolubleOther,soluble in alkaline and [[sulfuric acid]] solutions,
Chlorine dioxide,Cl=1 | O=2,HenryConstant,4.01,x 10−2 atm-cu m/mole
Chlorine dioxide,Cl=1 | O=2,pKa,3.0(5),
Chlorine dioxide,Cl=1 | O=2,VaporPressure,1,atm
Chlorine dioxide,Cl=1 | O=2,DeltaHf,104.60,kJ/mol
Chlorine dioxide,Cl=1 | O=2,Entropy,257.22,J K−1 mol−1}}
Chlorine dioxide,Cl=1 | O=2,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics0127.htm ICSC 0127],
Chlorine dioxide,Cl=1 | O=2,EUClass,{{Hazchem O}}{{Hazchem T+}}{{Hazchem C}}{{Hazchem N}},
Chlorine dioxide,Cl=1 | O=2,RPhrases,"{{R6}}, {{R8}}, {{R26}}, {{R34}}, {{R50}}",
Chlorine dioxide,Cl=1 | O=2,SPhrases,"{{S1/2}}, {{S23}}, {{S26}}, {{S28}}, {{S36/37/39}}, {{S38}}, {{S45}}, {{S61}}",
Chlorine dioxide,Cl=1 | O=2,NFPA-H,3,
Chlorine dioxide,Cl=1 | O=2,NFPA-F,0,
Chlorine dioxide,Cl=1 | O=2,NFPA-R,4,
Chlorine dioxide,Cl=1 | O=2,NFPA-S,OX,
Chlorine dioxide,Cl=1 | O=2,LD50,292,"mg/kg (oral, rat)"
Chlorine dioxide,Cl=1 | O=2,LCLo,260,"ppm (rat, 2 hr)"
Chlorine dioxide,Cl=1 | O=2,IDLH,5,ppm
Chlorine dioxide,Cl=1 | O=2,REL,0.1,ppm (0.3 mg/m3) ST 0.3 ppm (0.9 mg/m3)
Chlorine monoxide,Cl=1 | O=1,Abbreviations,ClO(.),
Chlorine monoxide,Cl=1 | O=1,CASNo_Ref,{{cascite|correct|CAS}},
Chlorine monoxide,Cl=1 | O=1,CASNo,7791-21-1,
Chlorine monoxide,Cl=1 | O=1,UNII_Ref,{{fdacite|correct|FDA}},
Chlorine monoxide,Cl=1 | O=1,UNII,0EQ5I4TK19,
Chlorine monoxide,Cl=1 | O=1,PubChem,166686,
Chlorine monoxide,Cl=1 | O=1,ChemSpiderID,145843,
Chlorine monoxide,Cl=1 | O=1,ChEBI,29314,
Chlorine monoxide,Cl=1 | O=1,MeSHName,Chlorosyl,
Chlorine monoxide,Cl=1 | O=1,SMILES,[O]Cl,
Chlorine monoxide,Cl=1 | O=1,InChI,1S/ClO/c1-2,
Chlorine monoxide,Cl=1 | O=1,InChIKey,NHYCGSASNAIGLD-UHFFFAOYSA-N}},
Chlorine monoxide,Cl=1 | O=1,Solubility,}},
Chlorine monoxide,Cl=1 | O=1,AutoignitionPt,}},
Chlorine monoxide,Cl=1 | O=1,DeltaHf,101.8,kJ/mol
Chlorine trifluoride,Cl=1 | F=3,CASNo,7790-91-2,
Chlorine trifluoride,Cl=1 | F=3,CASNo_Ref,{{cascite|correct|CAS}},
Chlorine trifluoride,Cl=1 | F=3,PubChem,24637,
Chlorine trifluoride,Cl=1 | F=3,ChemSpiderID,23039,
Chlorine trifluoride,Cl=1 | F=3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Chlorine trifluoride,Cl=1 | F=3,EINECS,232-230-4,
Chlorine trifluoride,Cl=1 | F=3,UNNumber,1749,
Chlorine trifluoride,Cl=1 | F=3,MeSHName,chlorine+trifluoride,
Chlorine trifluoride,Cl=1 | F=3,ChEBI,30123,
Chlorine trifluoride,Cl=1 | F=3,ChEBI_Ref,{{ebicite|correct|EBI}},
Chlorine trifluoride,Cl=1 | F=3,RTECS,FO2800000,
Chlorine trifluoride,Cl=1 | F=3,Gmelin,1439,
Chlorine trifluoride,Cl=1 | F=3,SMILES,F[Cl](F)F,
Chlorine trifluoride,Cl=1 | F=3,SMILES1,[F-].[F-].F[Cl++],
Chlorine trifluoride,Cl=1 | F=3,StdInChI,1S/ClF3/c2-1(3)4,
Chlorine trifluoride,Cl=1 | F=3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Chlorine trifluoride,Cl=1 | F=3,InChI,1/ClF3/c2-1(3)4,
Chlorine trifluoride,Cl=1 | F=3,StdInChIKey,JOHWNGGYGAVMGU-UHFFFAOYSA-N,
Chlorine trifluoride,Cl=1 | F=3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Chlorine trifluoride,Cl=1 | F=3,InChIKey,JOHWNGGYGAVMGU-UHFFFAOYAB,
Chlorine trifluoride,Cl=1 | F=3,Appearance,Colourless gas or greenish-yellow liquid,
Chlorine trifluoride,Cl=1 | F=3,Odor,"sweet, pungent, irritating, suffocating",
Chlorine trifluoride,Cl=1 | F=3,SolubleOther,"reacts violently with benzene, toluene, ether, alcohol, acetic acid, selenium tetrafluoride, nitric acid, sulfuric acid, alkali, hexane.  Forms shock-sensitive explosive solution in [[carbon tetrachloride|CCl4]]",
Chlorine trifluoride,Cl=1 | F=3,VaporPressure,175,kPa
Chlorine trifluoride,Cl=1 | F=3,Viscosity,91.82,μPa s
Chlorine trifluoride,Cl=1 | F=3,MolShape,[[T-shaped molecular geometry|T-shaped]],
Chlorine trifluoride,Cl=1 | F=3,DeltaHf,158.87,kJ mol−1
Chlorine trifluoride,Cl=1 | F=3,Entropy,281.59,J K−1mol−1
Chlorine trifluoride,Cl=1 | F=3,ExternalSDS,[http://natlex.ilo.ch/legacy/english/protection/safework/cis/products/icsc/dtasht/_icsc06/icsc0656.htm natlex.ilo.ch],
Chlorine trifluoride,Cl=1 | F=3,GHSPictograms,{{GHS flame over circle}} {{GHS corrosion}} {{GHS skull and crossbones}} {{GHS health hazard}},
Chlorine trifluoride,Cl=1 | F=3,GHSSignalWord,Danger,
Chlorine trifluoride,Cl=1 | F=3,EUClass,{{Hazchem O}} ('''O''') {{Hazchem T+}} ('''T+'''){{Hazchem N}} ('''N'''){{Hazchem C}} ('''C'''),
Chlorine trifluoride,Cl=1 | F=3,RPhrases,"{{R8}}, {{R14}}, {{R39/26/27/28}}, {{R35}}, {{R49}}, {{R46}}, {{R60}}, {{R61}}",
Chlorine trifluoride,Cl=1 | F=3,SPhrases,"{{S1/2}}, {{S17}}, {{S30}}, {{S38}}, {{S45}}, {{S53}}, {{S60}}, {{S61}}",
Chlorine trifluoride,Cl=1 | F=3,NFPA-H,4,
Chlorine trifluoride,Cl=1 | F=3,NFPA-F,0,
Chlorine trifluoride,Cl=1 | F=3,NFPA-R,3,
Chlorine trifluoride,Cl=1 | F=3,NFPA-S,W+OX,
Chlorine trifluoride,Cl=1 | F=3,PEL,0.1,ppm (0.4 mg/m3)
Chlorine trifluoride,Cl=1 | F=3,IDLH,20,ppm
Chlorine trifluoride,Cl=1 | F=3,OtherCompounds,[[Chlorine pentafluoride]] [[Chlorine monofluoride]] [[Bromine trifluoride]] [[Iodine trifluoride]],
Chloroplatinic acid,H2PtCl6,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Chloroplatinic acid,H2PtCl6,ChemSpiderID,55731,
Chloroplatinic acid,H2PtCl6,PubChem,61859,
Chloroplatinic acid,H2PtCl6,UNII_Ref,{{fdacite|correct|FDA}},
Chloroplatinic acid,H2PtCl6,UNII,Q65224GJ7F,
Chloroplatinic acid,H2PtCl6,InChI,"1/6ClH.Pt/h6*1H;/q;;;;;;+4/p-4/rCl6Pt/c1-7(2,3,4,5)6/q-2/p+2",
Chloroplatinic acid,H2PtCl6,SMILES,[H+].[H+].Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl,
Chloroplatinic acid,H2PtCl6,InChIKey,GBFHNZZOZWQQPA-DUMOQKOKAQ,
Chloroplatinic acid,H2PtCl6,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Chloroplatinic acid,H2PtCl6,StdInChI,1S/6ClH.Pt/h6*1H;/q;;;;;;+4/p-4,
Chloroplatinic acid,H2PtCl6,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Chloroplatinic acid,H2PtCl6,StdInChIKey,GBFHNZZOZWQQPA-UHFFFAOYSA-J,
Chloroplatinic acid,H2PtCl6,CASNo,16941-12-1,
Chloroplatinic acid,H2PtCl6,CASNo_Ref,{{cascite|correct|CAS}},
Chloroplatinic acid,H2PtCl6,RTECS,TP1510000,
Chloroplatinic acid,H2PtCl6,EINECS,241-010-7,
Chloroplatinic acid,H2PtCl6,MolarMass,409.81,g/mol
Chloroplatinic acid,H2PtCl6,Appearance,Reddish brown solid,
Chloroplatinic acid,H2PtCl6,Density,2.431,g/cm3
Chloroplatinic acid,H2PtCl6,Solubility,highly soluble,
Chloroplatinic acid,H2PtCl6,MeltingPtC,60,
Chloroplatinic acid,H2PtCl6,BoilingPt,decomposes,
Chloroplatinic acid,H2PtCl6,Coordination,octahedral,
Chloroplatinic acid,H2PtCl6,CrystalStruct,Anti-fluorite.,
Chloroplatinic acid,H2PtCl6,Dipole,0,[[Debye|D]]
Chloroplatinic acid,H2PtCl6,ExternalSDS,[http://ptcl.chem.ox.ac.uk/MSDS/DI/dihydrogen_hexachloroplatinate_IV_hexahydrate.html External MSDS],
Chloroplatinic acid,H2PtCl6,EUClass,Toxic ('''T''')Corrosive ('''C'''),
Chloroplatinic acid,H2PtCl6,NFPA-H,2,
Chloroplatinic acid,H2PtCl6,NFPA-F,0,
Chloroplatinic acid,H2PtCl6,NFPA-R,1,
Chloroplatinic acid,H2PtCl6,RPhrases,"{{R25}}, {{R34}}, {{R42/43}}",
Chloroplatinic acid,H2PtCl6,SPhrases,"{{S1/2}}, {{S22}}, {{S26}}, {{S36/37/39}}, {{S45}}",
Chloroplatinic acid,H2PtCl6,OtherAnions,Hexachloropalladic acid,
Chloroplatinic acid,H2PtCl6,OtherCations,"[[Potassium hexachloroplatinate]], [[Ammonium hexachloroplatinate]], Rubidium hexachloroplatinate, Caesium hexachloroplatinate",
Chromic acid,H=2 | Cr=1 | O=4,CASNo,7738-94-5,
Chromic acid,H=2 | Cr=1 | O=4,CASNo_Ref,{{cascite|correct|CAS}},
Chromic acid,H=2 | Cr=1 | O=4,PubChem,24425,
Chromic acid,H=2 | Cr=1 | O=4,ChemSpiderID,22834,
Chromic acid,H=2 | Cr=1 | O=4,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Chromic acid,H=2 | Cr=1 | O=4,EINECS,231-801-5,
Chromic acid,H=2 | Cr=1 | O=4,ChEBI_Ref,{{ebicite|correct|EBI}},
Chromic acid,H=2 | Cr=1 | O=4,ChEBI,33143,
Chromic acid,H=2 | Cr=1 | O=4,Gmelin,25982,
Chromic acid,H=2 | Cr=1 | O=4,SMILES,O[Cr](O)(=O)=O,
Chromic acid,H=2 | Cr=1 | O=4,SMILES1,O=[Cr](=O)(O)O,
Chromic acid,H=2 | Cr=1 | O=4,StdInChI,1S/Cr.2H2O.2O/h;2*1H2;;/q+2;;;;/p-2,
Chromic acid,H=2 | Cr=1 | O=4,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Chromic acid,H=2 | Cr=1 | O=4,InChI,"1/Cr.2H2O.2O/h;2*1H2;;/q+2;;;;/p-2/rCrH2O4/c2-1(3,4)5/h2-3H",
Chromic acid,H=2 | Cr=1 | O=4,StdInChIKey,KRVSOGSZCMJSLX-UHFFFAOYSA-L,
Chromic acid,H=2 | Cr=1 | O=4,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Chromic acid,H=2 | Cr=1 | O=4,InChIKey,KRVSOGSZCMJSLX-OOUCQFSRAZ}},
Chromic acid,H=2 | Cr=1 | O=4,Appearance,Dark red crystals,
Chromic acid,H=2 | Cr=1 | O=4,Density,1.201,g cm−3
Chromic acid,H=2 | Cr=1 | O=4,MeltingPtC,197,
Chromic acid,H=2 | Cr=1 | O=4,BoilingPtC,250,
Chromic acid,H=2 | Cr=1 | O=4,BoilingPt_notes,(decomposes),
Chromic acid,H=2 | Cr=1 | O=4,Solubility,169,g/100 mL
Chromic acid,H=2 | Cr=1 | O=4,pKa,-0.8,to 1.6
Chromic acid,H=2 | Cr=1 | O=4,PEL,0.005,mg/m3
Chromic acid,H=2 | Cr=1 | O=4,LD50,51.9,"mg/kg (H2CrO4·2Na, rat, oral)"
Chromic acid,H=2 | Cr=1 | O=4,REL,0.001,mg Cr(VI)/m3
Chromic acid,H=2 | Cr=1 | O=4,IDLH,15,mg Cr(VI)/m3
Chromium trioxide,Cr=1 | O=3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Chromium trioxide,Cr=1 | O=3,ChemSpiderID,14212,
Chromium trioxide,Cr=1 | O=3,UNII_Ref,{{fdacite|correct|FDA}},
Chromium trioxide,Cr=1 | O=3,UNII,8LV49809UC,
Chromium trioxide,Cr=1 | O=3,InChI,1/Cr.3O/rCrO3/c2-1(3)4,
Chromium trioxide,Cr=1 | O=3,ChEBI_Ref,{{ebicite|correct|EBI}},
Chromium trioxide,Cr=1 | O=3,ChEBI,48240,
Chromium trioxide,Cr=1 | O=3,SMILES,O=[Cr](=O)=O,
Chromium trioxide,Cr=1 | O=3,InChIKey,WGLPBDUCMAPZCE-YFSAMUSXAF,
Chromium trioxide,Cr=1 | O=3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Chromium trioxide,Cr=1 | O=3,StdInChI,1S/Cr.3O,
Chromium trioxide,Cr=1 | O=3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Chromium trioxide,Cr=1 | O=3,StdInChIKey,WGLPBDUCMAPZCE-UHFFFAOYSA-N,
Chromium trioxide,Cr=1 | O=3,CASNo,1333-82-0,
Chromium trioxide,Cr=1 | O=3,CASNo_Ref,{{cascite|correct|CAS}},
Chromium trioxide,Cr=1 | O=3,PubChem,14915,
Chromium trioxide,Cr=1 | O=3,RTECS,GB6650000,
Chromium trioxide,Cr=1 | O=3,UNNumber,1463,
Chromium trioxide,Cr=1 | O=3,Appearance,"Dark red granular solid, [[deliquescent]]",
Chromium trioxide,Cr=1 | O=3,Odor,Odorless,
Chromium trioxide,Cr=1 | O=3,Density,2.7,g/cm3 (20 °C) 172.6 g/100 mL (40 °C) 198.1 g/100 mL (100 °C)
Chromium trioxide,Cr=1 | O=3,SolubleOther,"Soluble in [[sulfuric acid|H2SO4]], [[nitric acid|HNO3]], [[diethyl ether|(C2H5)2O]], [[acetic acid|CH3COOH]], [[acetone]]",
Chromium trioxide,Cr=1 | O=3,MagSus,5,cm3/mol
Chromium trioxide,Cr=1 | O=3,DeltaHf,589.3,kJ/mol
Chromium trioxide,Cr=1 | O=3,Entropy,73.2,J/mol·K
Chromium trioxide,Cr=1 | O=3,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics1194.htm ICSC 1194],
Chromium trioxide,Cr=1 | O=3,GHSPictograms,{{GHS03}}{{GHS05}}{{GHS06}}{{GHS08}}{{GHS09}},
Chromium trioxide,Cr=1 | O=3,GHSSignalWord,Danger,
Chromium trioxide,Cr=1 | O=3,HPhrases,{{H-phrases|271|301|311|314|317|330|334|340|350|361|372|410}},
Chromium trioxide,Cr=1 | O=3,PPhrases,{{P-phrases|201|220|260|273|280|284}},
Chromium trioxide,Cr=1 | O=3,EUClass,{{Hazchem O}} {{Hazchem T+}} {{Hazchem N}} [[Carcinogen|Carc. Cat. 1]] [[Mutagen|Muta. Cat. 2]] Repr. Cat. 3,
Chromium trioxide,Cr=1 | O=3,RPhrases,"{{R45}}, {{R46}}, {{R9}}, {{R24/25}}, {{R26}}, {{R35}}, {{R42/43}}, {{R48/23}}, {{R50/53}}, {{R62}}",
Chromium trioxide,Cr=1 | O=3,SPhrases,"{{S53}}, {{S45}}, {{S60}}, {{S61}}",
Chromium trioxide,Cr=1 | O=3,NFPA-H,3,
Chromium trioxide,Cr=1 | O=3,NFPA-F,0,
Chromium trioxide,Cr=1 | O=3,NFPA-R,1,
Chromium trioxide,Cr=1 | O=3,NFPA-S,OX,
Chromium trioxide,Cr=1 | O=3,LD50,80,"mg/kg (rats, oral)"
Chromium(II) chloride,Cr=1 | Cl=2,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Chromium(II) chloride,Cr=1 | Cl=2,ChemSpiderID,23252,
Chromium(II) chloride,Cr=1 | Cl=2,UNII_Ref,{{fdacite|correct|FDA}},
Chromium(II) chloride,Cr=1 | Cl=2,UNII,CET32HKA21,
Chromium(II) chloride,Cr=1 | Cl=2,InChI,1/2ClH.Cr/h2*1H;/q;;+2/p-2,
Chromium(II) chloride,Cr=1 | Cl=2,SMILES,Cl[Cr]Cl,
Chromium(II) chloride,Cr=1 | Cl=2,InChIKey,XBWRJSSJWDOUSJ-NUQVWONBAQ,
Chromium(II) chloride,Cr=1 | Cl=2,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Chromium(II) chloride,Cr=1 | Cl=2,StdInChI,1S/2ClH.Cr/h2*1H;/q;;+2/p-2,
Chromium(II) chloride,Cr=1 | Cl=2,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Chromium(II) chloride,Cr=1 | Cl=2,StdInChIKey,XBWRJSSJWDOUSJ-UHFFFAOYSA-L,
Chromium(II) chloride,Cr=1 | Cl=2,CASNo,10049-05-5,
Chromium(II) chloride,Cr=1 | Cl=2,PubChem,24871,
Chromium(II) chloride,Cr=1 | Cl=2,RTECS,GB5250000,
Chromium(II) chloride,Cr=1 | Cl=2,Appearance,"White to grey/green powder (anhydrous), very [[hygroscopic]]",
Chromium(II) chloride,Cr=1 | Cl=2,Odor,Odorless,
Chromium(II) chloride,Cr=1 | Cl=2,Density,2.88,g/cm3 (24&nbsp;°C)
Chromium(II) chloride,Cr=1 | Cl=2,Solubility,Soluble,
Chromium(II) chloride,Cr=1 | Cl=2,SolubleOther,"Insoluble in [[alcohol]], [[ether]]",
Chromium(II) chloride,Cr=1 | Cl=2,pKa,2,
Chromium(II) chloride,Cr=1 | Cl=2,MagSus,3,cm3/mol
Chromium(II) chloride,Cr=1 | Cl=2,Coordination,"[[Octahedral]] (Cr2+, anhydrous) [[monoclinic crystal system|Monoclinic]] (tetrahydrate)",
Chromium(II) chloride,Cr=1 | Cl=2,SpaceGroup,58,"(anhydrous) P21/c, No. 14 (tetrahydrate)"
Chromium(II) chloride,Cr=1 | Cl=2,PointGroup,2/m 2/m 2/m (anhydrous) 2/m (tetrahydrate),
Chromium(II) chloride,Cr=1 | Cl=2,LattConst_a,6.64&nbsp;Å,
Chromium(II) chloride,Cr=1 | Cl=2,LattConst_b,5.98&nbsp;Å,
Chromium(II) chloride,Cr=1 | Cl=2,LattConst_c,3.48&nbsp;Å (anhydrous),
Chromium(II) chloride,Cr=1 | Cl=2,LattConst_alpha,90,
Chromium(II) chloride,Cr=1 | Cl=2,DeltaHf,395.4,kJ/mol
Chromium(II) chloride,Cr=1 | Cl=2,Entropy,115.3,J/mol·K
